Gender,Customer Type,Type of Travel,Class,Age,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Satisfaction
Male,Loyal Customer,Personal Travel,Eco Plus,34,1136,8,2,2,3,3,2,2,4,4,4,2,5,4,0,5,0
Male,Loyal Customer,Business travel,Eco,64,1044,2,3,3,4,3,5,2,4,3,4,2,4,3,4,3,0
Male,Loyal Customer,Business travel,Eco,23,831,18,10,2,2,3,2,4,2,3,5,2,0,3,3,4,0
Female,Disloyal Customer,Personal Travel,Eco,34,727,8,11,4,4,4,3,3,3,2,5,4,4,4,5,3,1
Male,Loyal Customer,Business travel,Eco Plus,40,1359,15,23,2,2,3,3,3,5,5,4,4,3,4,4,5,1
Male,Disloyal Customer,Business travel,Eco,35,732,10,5,3,4,4,1,3,4,5,3,2,3,4,3,5,0
Male,Disloyal Customer,Business travel,Eco Plus,52,1516,18,12,4,5,3,2,3,2,3,4,4,4,4,3,5,1
Female,Loyal Customer,Business travel,Eco Plus,35,376,10,14,4,4,4,2,3,3,4,3,4,4,4,3,3,0
Male,Loyal Customer,Business travel,Eco Plus,36,1617,6,0,3,2,3,3,4,2,4,3,0,4,4,3,3,1
Female,Disloyal Customer,Personal Travel,Eco,49,1136,11,0,4,3,4,3,2,3,3,0,4,3,3,3,4,0
Male,Loyal Customer,Personal Travel,Eco,61,416,4,8,4,4,4,4,3,5,4,5,3,4,5,4,4,0
Female,Loyal Customer,Business travel,Eco,56,1154,12,11,3,4,3,3,3,4,2,4,4,4,2,5,4,0
Male,Disloyal Customer,Personal Travel,Eco Plus,37,575,3,2,1,4,1,3,4,2,3,4,4,4,5,4,4,1
Male,Disloyal Customer,Personal Travel,Business,38,917,7,12,5,2,4,3,5,3,1,4,2,4,0,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,40,657,6,13,4,5,3,2,3,3,2,4,5,3,5,3,4,0
Female,Disloyal Customer,Business travel,Business,41,834,9,7,3,5,3,4,4,3,2,4,2,4,3,1,3,0
Female,Loyal Customer,Personal Travel,Eco,29,1371,20,9,2,4,3,4,4,4,2,3,3,4,3,3,5,0
Male,Disloyal Customer,Personal Travel,Eco,50,1159,5,0,3,4,3,1,4,3,3,4,5,4,3,4,2,1
Male,Disloyal Customer,Personal Travel,Eco,41,337,14,20,3,4,4,4,4,3,4,4,4,4,3,3,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,38,366,18,19,2,5,2,3,5,3,3,3,3,4,4,3,4,0
Female,Disloyal Customer,Business travel,Eco,24,1035,14,9,3,4,3,3,4,3,3,3,4,3,0,2,4,0
Male,Disloyal Customer,Business travel,Eco,40,1072,9,1,3,3,2,4,4,4,3,3,4,4,3,3,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,18,563,9,15,3,4,3,2,3,4,3,3,3,4,3,3,5,0
Female,Loyal Customer,Personal Travel,Eco,32,1696,5,3,4,4,3,2,4,3,0,4,3,4,5,3,4,1
Female,Disloyal Customer,Business travel,Eco,32,1307,2,10,4,4,2,3,3,4,2,4,2,5,3,1,5,0
Female,Loyal Customer,Personal Travel,Eco,42,587,8,17,3,2,3,1,3,4,4,5,2,4,4,4,3,0
Female,Loyal Customer,Business travel,Eco,62,539,19,16,3,4,2,3,3,3,3,4,3,4,4,4,3,1
Male,Disloyal Customer,Personal Travel,Eco,46,786,21,30,3,5,2,0,4,3,2,4,4,3,4,4,4,1
Male,Disloyal Customer,Personal Travel,Eco,56,734,2,3,3,5,3,4,4,5,4,2,2,5,3,3,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,47,1528,21,24,4,0,3,3,5,5,2,5,3,4,4,5,4,1
Male,Loyal Customer,Personal Travel,Eco,53,1392,12,0,3,4,1,3,5,2,4,3,5,4,4,5,2,0
Male,Loyal Customer,Personal Travel,Eco Plus,61,918,11,1,5,4,3,0,4,4,2,3,4,3,5,3,4,1
Male,Loyal Customer,Business travel,Eco,30,1239,19,10,4,5,3,3,4,5,3,5,5,4,3,3,3,0
Male,Loyal Customer,Personal Travel,Eco,29,1311,16,13,1,4,2,3,4,4,2,3,3,5,3,4,5,0
Female,Disloyal Customer,Personal Travel,Eco,47,929,3,4,4,0,2,2,4,3,3,4,4,5,3,4,3,0
Male,Loyal Customer,Business travel,Eco,39,1101,4,6,4,3,3,5,3,3,3,3,4,4,4,3,0,1
Male,Disloyal Customer,Business travel,Eco,42,1197,1,4,4,3,2,3,3,5,2,3,4,4,4,5,2,1
Female,Loyal Customer,Personal Travel,Eco,36,1144,11,4,3,3,4,4,4,4,2,4,4,4,3,3,4,0
Female,Disloyal Customer,Personal Travel,Business,32,511,4,11,3,3,1,0,5,4,3,3,2,4,4,4,5,1
Female,Loyal Customer,Personal Travel,Business,58,561,5,23,4,2,2,2,4,5,4,4,4,4,4,4,3,0
Female,Disloyal Customer,Personal Travel,Eco,26,756,18,14,4,4,2,4,3,2,4,5,0,4,0,5,5,1
Female,Disloyal Customer,Business travel,Eco Plus,47,547,12,5,2,4,3,4,5,3,3,4,3,0,4,3,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,45,163,12,5,3,4,4,2,2,4,3,5,3,4,5,4,4,1
Male,Disloyal Customer,Personal Travel,Business,20,1238,30,31,5,4,3,3,5,3,3,0,4,3,4,4,4,1
Female,Loyal Customer,Business travel,Eco,29,1073,0,0,4,2,2,3,3,2,3,3,0,4,5,2,3,1
Male,Loyal Customer,Personal Travel,Eco,31,230,4,0,5,3,2,1,4,4,3,3,3,5,4,3,3,0
Male,Loyal Customer,Personal Travel,Eco,46,780,6,0,5,3,2,1,3,3,0,2,4,4,5,3,3,1
Male,Disloyal Customer,Personal Travel,Eco,35,808,4,14,3,4,3,2,4,3,3,5,4,3,5,4,5,1
Male,Loyal Customer,Business travel,Eco,38,991,15,28,2,2,2,2,5,3,3,5,4,4,2,3,5,1
Male,Loyal Customer,Business travel,Business,22,359,7,23,3,3,2,2,3,3,1,4,3,5,4,4,5,0
Male,Loyal Customer,Personal Travel,Business,67,223,3,5,0,3,3,2,3,3,3,3,2,4,4,4,5,1
Female,Loyal Customer,Business travel,Eco,40,1160,10,0,5,5,4,3,4,4,4,3,3,3,4,4,5,0
Female,Disloyal Customer,Personal Travel,Eco,45,133,11,7,5,4,3,2,5,4,5,4,4,4,2,4,2,0
Male,Disloyal Customer,Personal Travel,Eco,33,784,3,0,3,5,3,4,4,3,4,3,3,4,2,3,0,1
Female,Disloyal Customer,Personal Travel,Eco,31,737,7,0,0,3,1,3,4,3,3,3,3,5,4,4,4,0
Male,Disloyal Customer,Personal Travel,Eco Plus,62,838,11,14,3,4,1,4,4,3,2,3,3,3,2,4,4,1
Female,Disloyal Customer,Personal Travel,Eco,18,1026,18,23,1,4,1,2,3,0,3,5,4,3,4,3,3,0
Female,Loyal Customer,Business travel,Business,42,1699,4,24,3,0,3,3,4,3,3,3,2,4,4,5,3,1
Male,Disloyal Customer,Personal Travel,Business,24,100,12,11,2,3,3,3,3,0,2,4,3,4,5,3,3,0
Female,Loyal Customer,Business travel,Eco Plus,34,1338,5,0,4,2,3,4,5,5,2,4,4,3,4,4,3,1
Female,Disloyal Customer,Business travel,Eco Plus,31,80,9,8,2,3,3,3,5,4,3,3,4,4,4,4,4,0
Female,Disloyal Customer,Personal Travel,Eco,27,1597,3,0,3,4,4,0,3,3,2,4,4,4,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco,39,80,12,7,4,5,4,3,4,4,4,3,4,5,4,4,4,1
Female,Loyal Customer,Personal Travel,Eco,18,2118,16,19,4,3,3,3,4,2,4,5,3,4,4,4,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,35,705,7,0,3,2,2,5,3,3,3,3,0,3,4,4,4,1
Female,Loyal Customer,Personal Travel,Eco,38,1545,7,8,5,0,1,3,3,4,4,4,3,3,2,3,4,0
Female,Disloyal Customer,Business travel,Business,23,1442,6,13,5,4,4,3,3,4,4,3,2,5,5,4,4,0
Female,Loyal Customer,Business travel,Eco,57,682,3,17,3,2,2,2,4,4,3,3,4,4,5,3,4,0
Male,Loyal Customer,Personal Travel,Eco,32,720,14,17,5,1,1,2,5,1,5,5,5,5,4,5,3,0
Female,Loyal Customer,Personal Travel,Eco,36,481,18,28,5,3,3,3,4,4,3,3,2,5,4,5,4,0
Male,Loyal Customer,Personal Travel,Business,32,1294,4,0,3,3,1,4,5,3,2,0,4,5,4,4,4,1
Female,Loyal Customer,Business travel,Eco,38,688,9,6,4,3,3,3,3,2,3,4,4,3,3,3,5,1
Male,Loyal Customer,Personal Travel,Eco,55,491,12,25,3,4,2,3,4,2,4,3,4,4,3,4,5,1
Female,Loyal Customer,Personal Travel,Eco,69,1169,5,0,3,3,4,3,3,3,3,4,4,4,3,3,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,48,451,21,17,3,4,4,2,5,5,4,4,1,4,4,4,3,0
Male,Loyal Customer,Personal Travel,Business,52,736,10,21,5,5,4,4,5,4,3,4,3,4,4,2,2,0
Male,Loyal Customer,Personal Travel,Eco,60,954,2,0,4,4,3,3,4,5,3,4,3,4,3,3,5,0
Male,Disloyal Customer,Business travel,Business,42,579,17,14,3,3,2,4,2,3,3,3,4,4,3,3,4,0
Female,Loyal Customer,Personal Travel,Eco,58,654,8,5,3,4,2,3,4,3,3,5,4,3,3,3,3,1
Female,Loyal Customer,Personal Travel,Eco Plus,49,1667,6,7,3,4,2,2,3,2,3,3,3,4,4,5,5,0
Male,Disloyal Customer,Personal Travel,Eco,41,798,13,24,3,4,5,3,4,2,4,2,2,4,2,4,4,0
Male,Loyal Customer,Personal Travel,Eco,43,720,5,14,4,3,3,2,2,3,4,1,2,3,4,4,4,0
Male,Loyal Customer,Business travel,Eco Plus,18,812,20,20,3,3,3,3,4,2,2,3,5,4,5,4,3,0
Male,Disloyal Customer,Personal Travel,Eco,43,1127,17,28,4,3,4,3,3,3,3,3,3,3,3,4,2,1
Female,Loyal Customer,Business travel,Eco,20,383,22,25,4,3,3,5,0,3,2,3,2,4,5,3,3,1
Female,Disloyal Customer,Personal Travel,Business,19,1114,29,38,4,5,2,2,4,5,5,4,2,4,3,3,3,1
Male,Disloyal Customer,Business travel,Business,41,1028,12,2,4,4,3,2,4,3,2,5,4,4,3,3,0,0
Female,Disloyal Customer,Business travel,Eco,26,80,8,25,4,4,2,3,4,2,3,3,3,3,4,3,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,39,1797,5,7,2,5,0,4,4,2,3,4,5,3,4,5,4,0
Female,Loyal Customer,Business travel,Eco Plus,41,1630,12,0,3,4,3,1,5,4,2,3,3,5,2,4,5,0
Male,Disloyal Customer,Personal Travel,Eco,41,500,29,46,3,2,2,4,4,3,2,3,0,4,4,3,3,1
Female,Loyal Customer,Business travel,Business,28,339,3,3,4,5,3,3,2,4,3,3,3,4,4,5,2,1
Female,Disloyal Customer,Personal Travel,Eco,50,1014,10,6,5,3,4,2,2,3,4,5,4,3,3,5,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,38,187,2,0,4,2,2,3,4,3,4,4,5,4,4,3,3,0
Female,Loyal Customer,Personal Travel,Eco,44,1582,2,6,5,2,4,3,5,4,2,4,4,5,4,4,4,0
Female,Loyal Customer,Business travel,Eco,25,666,19,10,3,5,2,2,4,4,4,3,5,4,3,4,5,1
Male,Loyal Customer,Business travel,Eco,37,1711,17,11,3,2,4,1,4,4,4,4,4,4,4,3,3,1
Male,Loyal Customer,Personal Travel,Eco,52,488,5,0,3,5,2,0,4,3,4,3,2,4,3,3,4,1
Female,Loyal Customer,Business travel,Business,51,844,3,0,3,4,2,3,5,3,3,5,3,4,5,3,2,1
Male,Disloyal Customer,Business travel,Business,29,1534,23,18,5,4,4,3,4,4,3,4,4,5,5,4,4,0
Male,Loyal Customer,Personal Travel,Eco,32,738,3,12,1,3,4,4,3,5,3,4,3,4,3,5,5,1
Male,Disloyal Customer,Personal Travel,Eco,27,1036,2,5,3,4,4,3,4,2,5,4,3,4,5,3,4,0
Female,Disloyal Customer,Personal Travel,Eco,31,1446,3,7,5,4,2,2,2,5,5,5,3,4,4,2,3,1
Male,Disloyal Customer,Personal Travel,Eco,22,622,11,17,3,4,3,4,4,3,4,4,5,3,4,5,3,1
Male,Loyal Customer,Personal Travel,Eco,37,269,32,31,4,3,3,5,4,4,3,3,5,0,4,4,4,0
Female,Disloyal Customer,Business travel,Business,47,171,5,0,5,4,2,4,4,5,3,4,3,3,3,4,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,30,1192,18,36,4,2,3,2,4,2,3,4,3,5,3,5,3,0
Female,Disloyal Customer,Business travel,Eco,38,1094,9,18,5,4,2,2,4,4,3,5,4,3,3,3,4,0
Male,Disloyal Customer,Personal Travel,Eco,36,1431,1,17,5,4,2,2,5,0,3,4,4,3,0,4,2,0
Female,Loyal Customer,Personal Travel,Eco Plus,52,763,5,15,4,4,1,3,4,4,5,4,2,3,3,0,5,1
Female,Loyal Customer,Personal Travel,Eco,32,185,17,12,3,1,0,4,4,3,3,5,4,4,3,4,3,0
Male,Disloyal Customer,Personal Travel,Eco,32,80,16,0,4,3,2,3,5,1,4,1,4,3,3,4,4,0
Female,Loyal Customer,Personal Travel,Eco,29,2334,5,0,5,3,2,3,5,3,1,4,3,4,4,5,4,1
Male,Disloyal Customer,Personal Travel,Eco,25,1163,14,20,3,4,2,4,4,4,3,3,3,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,45,968,7,6,3,0,4,3,3,5,3,4,3,4,3,3,4,0
Male,Loyal Customer,Business travel,Eco Plus,37,1039,11,7,5,5,2,5,3,4,4,4,1,4,3,4,0,0
Female,Loyal Customer,Personal Travel,Eco,40,184,19,0,3,3,2,3,4,5,3,5,3,5,4,5,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,54,503,5,5,5,3,3,4,4,3,5,2,2,3,3,3,5,0
Male,Disloyal Customer,Personal Travel,Eco,55,1772,6,0,4,3,3,4,2,3,3,3,3,4,1,4,4,1
Male,Loyal Customer,Personal Travel,Business,19,1229,19,12,5,3,3,4,5,4,2,3,4,4,5,3,4,1
Male,Disloyal Customer,Business travel,Eco,47,518,30,39,3,3,2,3,5,3,2,3,2,4,4,3,4,0
Male,Loyal Customer,Personal Travel,Eco,42,287,15,5,3,5,4,3,5,4,3,2,4,4,4,4,4,0
Female,Disloyal Customer,Business travel,Eco,33,642,10,1,4,4,2,4,5,2,0,5,5,3,4,3,0,1
Male,Loyal Customer,Business travel,Eco,43,742,15,17,2,4,2,4,4,4,4,4,4,3,2,3,5,0
Male,Loyal Customer,Personal Travel,Eco,18,1925,5,14,4,5,2,4,4,4,2,3,4,3,3,3,3,1
Female,Loyal Customer,Personal Travel,Eco Plus,57,806,9,5,5,4,2,2,5,4,3,4,2,4,4,3,4,0
Male,Loyal Customer,Personal Travel,Eco,45,305,2,17,2,3,2,3,3,4,2,3,3,4,4,4,3,0
Female,Disloyal Customer,Business travel,Eco,29,871,5,0,4,4,3,3,3,3,0,4,2,3,3,3,3,1
Male,Disloyal Customer,Personal Travel,Eco,32,1032,11,0,5,3,2,3,4,3,4,3,2,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,19,260,9,0,3,3,3,4,5,4,3,2,2,5,4,2,5,0
Male,Loyal Customer,Personal Travel,Business,35,1101,1,0,3,4,2,5,3,3,4,3,3,3,3,4,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,33,1504,7,10,3,3,2,3,3,4,4,5,3,4,5,4,3,1
Male,Loyal Customer,Personal Travel,Eco Plus,23,969,9,0,3,2,4,5,3,4,3,2,3,4,4,3,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,48,501,10,0,4,3,4,2,4,3,2,5,2,5,4,4,5,1
Male,Loyal Customer,Personal Travel,Eco Plus,54,636,2,6,3,4,4,4,4,4,3,4,3,4,3,2,3,0
Female,Disloyal Customer,Business travel,Eco,39,80,14,22,3,3,1,4,2,4,4,3,3,5,4,3,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,35,833,27,38,4,5,2,3,3,3,4,4,3,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,44,1055,15,24,5,5,5,4,4,3,3,4,3,3,2,4,4,0
Male,Loyal Customer,Personal Travel,Eco,39,452,9,0,4,3,3,3,4,4,4,2,2,4,2,5,3,1
Male,Loyal Customer,Business travel,Eco Plus,26,1870,23,26,5,4,2,4,4,4,3,3,3,4,3,4,4,0
Male,Loyal Customer,Personal Travel,Eco,31,1296,5,10,5,5,4,3,3,4,3,3,4,5,4,5,5,1
Male,Loyal Customer,Business travel,Eco,35,80,13,8,3,3,3,3,5,4,2,5,4,5,4,3,3,1
Female,Disloyal Customer,Personal Travel,Eco,42,80,8,10,4,0,3,2,4,4,4,3,0,3,4,4,3,1
Female,Loyal Customer,Business travel,Eco Plus,39,408,23,10,3,4,1,5,4,3,3,4,0,5,4,3,5,0
Male,Disloyal Customer,Personal Travel,Business,42,1687,4,0,2,3,3,4,4,3,3,3,3,4,4,5,5,0
Female,Disloyal Customer,Business travel,Eco,21,1345,4,8,4,5,4,3,5,3,3,4,4,4,3,4,3,0
Female,Disloyal Customer,Personal Travel,Eco,47,1712,20,35,3,3,2,4,3,4,5,3,4,5,4,4,3,0
Male,Disloyal Customer,Business travel,Eco,39,905,12,24,4,3,4,3,3,4,4,5,2,4,5,2,5,0
Female,Loyal Customer,Business travel,Eco,70,795,21,28,2,4,2,3,3,4,3,0,4,4,3,2,0,0
Female,Loyal Customer,Personal Travel,Business,34,276,4,5,4,4,3,4,5,4,4,3,4,4,4,5,3,1
Female,Loyal Customer,Personal Travel,Eco,43,1075,5,4,2,4,4,3,3,2,4,5,3,4,3,5,4,0
Female,Disloyal Customer,Personal Travel,Eco,73,802,10,0,4,2,2,1,3,3,4,3,3,5,3,4,3,1
Male,Disloyal Customer,Personal Travel,Eco,41,783,2,0,3,3,3,3,4,4,3,4,4,5,2,5,4,0
Male,Loyal Customer,Business travel,Business,38,1709,10,2,3,4,3,3,4,3,1,2,3,0,5,3,4,0
Female,Loyal Customer,Business travel,Eco,27,837,6,12,5,3,3,3,5,4,4,4,3,3,4,2,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,57,1565,8,17,3,4,3,2,3,3,2,5,4,5,4,5,5,0
Male,Loyal Customer,Personal Travel,Eco,25,106,14,21,4,4,2,2,3,3,2,3,3,4,5,4,4,0
Female,Disloyal Customer,Business travel,Eco,44,2244,14,26,3,3,3,3,3,4,2,3,3,5,3,4,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,33,713,26,27,4,5,0,2,3,4,3,3,4,4,5,5,5,1
Male,Loyal Customer,Personal Travel,Eco,37,1254,18,8,4,3,2,4,5,2,4,4,3,4,4,3,3,0
Female,Loyal Customer,Personal Travel,Eco Plus,22,1333,1,1,4,3,4,4,4,4,4,5,2,5,3,3,5,0
Male,Loyal Customer,Personal Travel,Eco,55,651,4,0,3,3,2,3,4,3,4,5,4,5,0,3,5,1
Male,Loyal Customer,Personal Travel,Eco Plus,36,1310,4,11,5,4,2,4,4,2,5,5,5,4,2,4,5,0
Female,Disloyal Customer,Personal Travel,Eco Plus,24,1336,16,12,3,4,2,3,4,4,3,3,1,3,5,5,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,54,543,24,23,3,2,2,3,5,2,3,5,4,4,5,4,5,0
Male,Loyal Customer,Personal Travel,Eco,33,549,3,10,3,4,3,3,4,3,2,5,3,4,2,4,2,0
Male,Loyal Customer,Business travel,Eco Plus,43,923,17,10,4,4,2,5,4,4,3,4,3,3,2,3,4,1
Female,Loyal Customer,Business travel,Business,49,842,9,19,2,4,3,4,4,3,1,3,3,4,5,3,2,0
Male,Loyal Customer,Personal Travel,Eco,45,1597,8,0,4,5,4,3,3,3,2,5,4,4,4,0,4,0
Male,Loyal Customer,Personal Travel,Eco,18,1251,5,8,3,3,3,4,4,3,4,3,4,5,3,4,4,1
Male,Loyal Customer,Personal Travel,Business,47,865,7,6,3,2,2,4,4,3,2,4,2,4,3,3,4,1
Male,Loyal Customer,Business travel,Eco,38,1203,10,18,4,4,2,3,5,2,2,3,4,4,3,5,5,1
Female,Disloyal Customer,Personal Travel,Eco Plus,35,80,6,0,3,4,3,3,5,3,2,3,5,4,5,4,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,38,592,12,0,5,4,1,3,3,3,4,3,4,5,4,4,4,0
Female,Disloyal Customer,Business travel,Eco,20,1044,8,16,3,3,2,2,3,2,5,5,2,5,2,4,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,41,1458,7,3,4,3,1,3,3,3,3,3,4,4,3,2,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,23,1000,13,12,5,2,3,3,3,3,4,5,2,4,5,3,4,1
Female,Disloyal Customer,Personal Travel,Eco,36,1629,11,4,4,2,0,3,3,4,2,4,3,4,4,4,5,1
Male,Loyal Customer,Business travel,Business,41,1334,1,10,5,3,2,4,3,4,4,4,3,4,2,3,4,1
Male,Loyal Customer,Personal Travel,Eco,52,656,12,15,2,3,4,5,4,5,3,3,4,3,3,5,5,1
Female,Loyal Customer,Business travel,Eco,29,830,10,12,3,5,2,4,4,4,4,3,3,4,4,3,3,0
Male,Disloyal Customer,Personal Travel,Business,56,1104,18,6,4,2,2,3,4,2,3,5,2,3,5,4,4,1
Female,Loyal Customer,Personal Travel,Eco,50,676,11,16,4,4,4,3,4,1,2,3,4,3,4,0,4,0
Female,Loyal Customer,Personal Travel,Business,34,1666,7,0,4,3,5,4,3,2,3,1,3,3,5,5,5,1
Male,Disloyal Customer,Business travel,Eco,26,346,5,0,4,4,3,4,5,3,3,4,4,5,4,5,3,1
Male,Loyal Customer,Personal Travel,Eco,22,1058,2,0,4,3,3,3,4,2,2,2,3,4,2,5,4,0
Male,Disloyal Customer,Personal Travel,Eco,42,1268,8,6,4,5,3,3,3,3,4,4,2,3,4,0,5,0
Male,Disloyal Customer,Business travel,Eco Plus,30,743,4,15,2,5,3,2,3,3,2,2,4,5,0,4,3,0
Male,Disloyal Customer,Personal Travel,Eco Plus,53,631,20,22,5,3,3,4,2,3,4,3,5,4,0,4,4,0
Female,Disloyal Customer,Personal Travel,Business,31,862,9,5,3,5,3,2,2,4,2,4,3,4,4,3,3,1
Male,Loyal Customer,Business travel,Business,28,1306,3,4,4,4,4,4,5,3,4,4,4,4,3,5,4,1
Female,Disloyal Customer,Business travel,Eco Plus,42,650,1,2,4,5,2,3,5,3,4,5,3,4,4,2,5,1
Male,Disloyal Customer,Business travel,Eco Plus,31,366,2,3,4,4,3,4,0,5,3,4,5,4,3,3,2,1
Male,Disloyal Customer,Personal Travel,Eco,39,1475,11,13,3,4,3,3,5,3,3,4,3,4,3,5,4,1
Male,Loyal Customer,Personal Travel,Business,51,1100,22,12,2,3,4,2,0,4,5,3,3,3,5,2,2,0
Female,Loyal Customer,Business travel,Eco Plus,40,1404,13,14,3,3,5,3,4,4,3,5,1,4,4,4,5,1
Male,Loyal Customer,Personal Travel,Business,40,1280,8,0,4,5,4,5,5,4,3,3,5,3,4,4,4,1
Male,Loyal Customer,Business travel,Eco,41,1990,30,36,2,3,4,1,4,3,4,3,0,3,3,3,2,1
Female,Loyal Customer,Personal Travel,Eco,19,1457,15,4,3,3,4,3,4,4,4,4,4,4,5,3,0,0
Female,Disloyal Customer,Business travel,Eco Plus,44,538,11,23,4,2,4,2,4,3,3,3,3,5,4,2,3,1
Male,Disloyal Customer,Personal Travel,Eco,41,1135,6,0,3,3,5,4,4,4,2,5,3,4,3,3,5,1
Female,Disloyal Customer,Personal Travel,Eco,50,621,23,40,3,3,1,4,2,2,4,4,3,3,5,3,5,0
Male,Loyal Customer,Personal Travel,Business,46,673,7,0,4,3,3,3,3,3,2,3,2,4,3,2,3,0
Male,Loyal Customer,Personal Travel,Eco,37,194,4,0,4,4,0,4,5,4,5,4,3,4,4,5,4,1
Male,Loyal Customer,Personal Travel,Eco,51,757,8,11,3,4,4,3,3,4,2,5,0,3,3,3,3,0
Male,Loyal Customer,Business travel,Eco,35,1173,9,15,4,3,3,3,2,3,2,3,3,4,3,4,4,0
Male,Loyal Customer,Personal Travel,Eco,42,867,16,13,4,3,2,3,0,2,4,5,2,0,4,3,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,35,350,4,13,2,5,0,3,4,4,4,0,4,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Business,45,138,5,0,4,5,3,3,4,3,2,4,2,4,4,4,5,1
Female,Loyal Customer,Business travel,Business,34,1956,5,1,3,5,3,3,4,3,5,5,3,5,4,5,5,1
Female,Loyal Customer,Personal Travel,Eco Plus,59,1063,8,5,4,2,3,1,0,5,4,4,2,4,4,2,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,63,488,3,0,4,5,2,4,5,3,3,4,4,4,3,3,4,0
Female,Loyal Customer,Business travel,Eco,49,1131,20,1,3,5,2,5,3,3,4,4,4,5,3,5,3,0
Female,Disloyal Customer,Personal Travel,Business,57,1995,2,2,4,2,3,3,4,2,4,2,4,4,3,3,4,1
Female,Loyal Customer,Personal Travel,Eco,21,1210,23,22,4,5,2,4,5,2,5,4,3,3,3,3,5,1
Male,Loyal Customer,Business travel,Eco,22,80,15,26,4,4,4,3,3,4,3,0,3,5,4,4,4,0
Male,Loyal Customer,Personal Travel,Business,35,2226,4,0,4,3,3,3,5,3,2,3,3,5,4,4,4,1
Male,Disloyal Customer,Business travel,Business,39,80,7,1,4,4,1,3,5,4,2,1,3,5,5,4,3,1
Female,Loyal Customer,Business travel,Eco,37,797,4,16,4,4,3,3,3,2,2,4,4,4,4,4,3,0
Male,Disloyal Customer,Personal Travel,Eco Plus,19,333,15,18,2,5,3,3,5,3,3,3,4,4,3,3,4,1
Female,Loyal Customer,Personal Travel,Eco,53,530,22,27,3,5,4,4,3,3,0,3,1,3,3,3,4,0
Male,Disloyal Customer,Personal Travel,Eco,65,1042,49,54,3,2,4,3,3,4,3,3,4,3,5,3,5,0
Female,Disloyal Customer,Personal Travel,Eco,54,80,12,17,3,3,2,2,4,3,4,2,4,3,4,4,4,1
Male,Loyal Customer,Personal Travel,Eco,52,855,2,20,4,4,4,3,5,2,1,4,3,4,0,3,4,1
Male,Disloyal Customer,Personal Travel,Eco,42,1474,4,5,3,5,2,3,4,4,3,5,2,5,4,4,3,0
Male,Loyal Customer,Personal Travel,Eco,29,478,12,2,5,1,3,3,3,4,4,3,3,4,3,3,5,1
Male,Disloyal Customer,Business travel,Eco,40,205,7,13,3,3,3,3,4,4,1,4,3,0,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco,64,830,15,9,3,2,4,2,3,4,4,4,2,4,2,3,4,0
Male,Loyal Customer,Business travel,Business,35,731,11,10,3,2,5,5,5,3,5,4,3,4,4,3,4,0
Male,Disloyal Customer,Business travel,Eco Plus,34,602,4,8,3,4,4,4,3,5,4,4,3,4,5,5,3,0
Male,Disloyal Customer,Business travel,Business,52,306,7,0,3,3,3,3,3,3,4,4,4,0,3,3,3,1
Male,Loyal Customer,Business travel,Eco,53,1160,15,10,4,1,3,3,2,4,3,3,3,4,0,3,4,1
Male,Disloyal Customer,Business travel,Eco Plus,29,1198,11,16,3,3,3,4,3,4,4,4,1,5,4,4,5,1
Male,Loyal Customer,Personal Travel,Business,36,367,15,10,5,5,2,3,4,3,5,5,4,5,5,2,3,1
Male,Loyal Customer,Personal Travel,Eco,33,436,3,13,3,2,3,5,3,0,3,4,2,3,3,3,4,1
